"CROP_NAME","ZIP_CODE","STATE_NAME","MIN_HARVEST_AREA","MAX_HARVEST_AREA"
"HAY & HAYLAGE","16120","PENNSYLVANIA","1","50"
"SOYBEANS","16120","PENNSYLVANIA","1","50"
"CORN","16120","PENNSYLVANIA","1","50"
"WHEAT","16121","PENNSYLVANIA","1","50"
"SOYBEANS","16121","PENNSYLVANIA","50","249"
"CORN","16121","PENNSYLVANIA","50","249"
"SOYBEANS","16123","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16123","PENNSYLVANIA","1","50"
"WHEAT","16123","PENNSYLVANIA","1","50"
"BARLEY","16123","PENNSYLVANIA","1","50"
"CORN","16123","PENNSYLVANIA","1","50"
"WHEAT","16124","PENNSYLVANIA","1","50"
"SOYBEANS","16124","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16124","PENNSYLVANIA","1","50"
"CORN","16124","PENNSYLVANIA","1","50"
"SOYBEANS","16125","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16125","PENNSYLVANIA","50","249"
"CORN","16125","PENNSYLVANIA","1","50"
"WHEAT","16125","PENNSYLVANIA","1","50"
"BARLEY","16125","PENNSYLVANIA","1","50"
"BARLEY","16127","PENNSYLVANIA","50","249"
"SOYBEANS","16127","PENNSYLVANIA","50","249"
"CORN","16127","PENNSYLVANIA","1","50"
"WHEAT","16127","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16127","PENNSYLVANIA","1","50"
"WHEAT","16130","PENNSYLVANIA","50","249"
"SOYBEANS","16130","PENNSYLVANIA","1","50"
"CORN","16130","PENNSYLVANIA","50","249"
"BARLEY","16130","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16130","PENNSYLVANIA","1","50"
"SOYBEANS","16131","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16131","PENNSYLVANIA","1","50"
"CORN","16131","PENNSYLVANIA","1","50"
"SOYBEANS","16133","PENNSYLVANIA","1","50"
"CORN","16133","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16133","PENNSYLVANIA","1","50"
"WHEAT","16134","PENNSYLVANIA","50","249"
"SOYBEANS","16134","PENNSYLVANIA","1","50"
"CORN","16134","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16134","PENNSYLVANIA","1","50"
"SOYBEANS","16137","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16137","PENNSYLVANIA","250","250"
"WHEAT","16137","PENNSYLVANIA","1","50"
"BARLEY","16137","PENNSYLVANIA","1","50"
"CORN","16137","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16140","PENNSYLVANIA","1","50"
"SOYBEANS","16141","PENNSYLVANIA","250","250"
"CORN","16141","PENNSYLVANIA","50","249"
"WHEAT","16141","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16141","PENNSYLVANIA","1","50"
"BARLEY","16142","PENNSYLVANIA","1","50"
"SOYBEANS","16142","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16142","PENNSYLVANIA","1","50"
"CORN","16142","PENNSYLVANIA","250","250"
"WHEAT","16142","PENNSYLVANIA","1","50"
"WHEAT","16143","PENNSYLVANIA","1","50"
"BARLEY","16143","PENNSYLVANIA","1","50"
"SOYBEANS","16143","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16143","PENNSYLVANIA","1","50"
"CORN","16143","PENNSYLVANIA","1","50"
"WHEAT","16145","PENNSYLVANIA","1","50"
"SOYBEANS","16145","PENNSYLVANIA","50","249"
"CORN","16145","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16145","PENNSYLVANIA","1","50"
"WHEAT","16148","PENNSYLVANIA","50","249"
"SOYBEANS","16148","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16148","PENNSYLVANIA","1","50"
"CORN","16148","PENNSYLVANIA","1","50"
"WHEAT","16150","PENNSYLVANIA","1","50"
"BARLEY","16150","PENNSYLVANIA","1","50"
"SOYBEANS","16150","PENNSYLVANIA","50","249"
"CORN","16150","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16150","PENNSYLVANIA","1","50"
"WHEAT","16151","PENNSYLVANIA","1","50"
"CORN","16151","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16151","PENNSYLVANIA","50","249"
"BARLEY","16153","PENNSYLVANIA","1","50"
"SOYBEANS","16153","PENNSYLVANIA","1","50"
"CORN","16153","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16153","PENNSYLVANIA","1","50"
"WHEAT","16154","PENNSYLVANIA","1","50"
"SOYBEANS","16154","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16154","PENNSYLVANIA","1","50"
"CORN","16154","PENNSYLVANIA","1","50"
"SOYBEANS","16155","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16155","PENNSYLVANIA","50","249"
"CORN","16155","PENNSYLVANIA","50","249"
"WHEAT","16156","PENNSYLVANIA","50","249"
"SOYBEANS","16156","PENNSYLVANIA","1","50"
"CORN","16156","PENNSYLVANIA","50","249"
"BARLEY","16156","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16156","PENNSYLVANIA","1","50"
"WHEAT","16157","PENNSYLVANIA","50","249"
"BARLEY","16157","PENNSYLVANIA","1","50"
"SOYBEANS","16157","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16157","PENNSYLVANIA","1","50"
"CORN","16157","PENNSYLVANIA","1","50"
"WHEAT","16159","PENNSYLVANIA","1","50"
"CORN","16159","PENNSYLVANIA","1","50"
"SOYBEANS","16159","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16159","PENNSYLVANIA","1","50"
"WHEAT","16201","PENNSYLVANIA","1","50"
"BARLEY","16201","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16201","PENNSYLVANIA","250","250"
"SOYBEANS","16201","PENNSYLVANIA","50","249"
"CORN","16201","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16210","PENNSYLVANIA","1","50"
"CORN","16210","PENNSYLVANIA","1","50"
"BARLEY","16210","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16211","PENNSYLVANIA","50","249"
"CORN","16211","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16213","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16214","PENNSYLVANIA","50","249"
"CORN","16214","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16217","PENNSYLVANIA","1","50"
"SOYBEANS","16218","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16218","PENNSYLVANIA","250","250"
"CORN","16218","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16221","PENNSYLVANIA","50","249"
"CORN","16221","PENNSYLVANIA","50","249"
"BARLEY","16222","PENNSYLVANIA","1","50"
"CORN","16222","PENNSYLVANIA","1","50"
"WHEAT","16222","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16222","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16223","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16224","PENNSYLVANIA","1","50"
"CORN","16224","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16225","PENNSYLVANIA","1","50"
"WHEAT","16226","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16226","PENNSYLVANIA","1","50"
"BARLEY","16226","PENNSYLVANIA","50","249"
"CORN","16226","PENNSYLVANIA","1","50"
"SOYBEANS","16229","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16229","PENNSYLVANIA","1","50"
"WHEAT","16229","PENNSYLVANIA","1","50"
"CORN","16229","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16232","PENNSYLVANIA","50","249"
"CORN","16232","PENNSYLVANIA","1","50"
"CORN","16233","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16233","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16235","PENNSYLVANIA","1","50"
"CORN","16235","PENNSYLVANIA","1","50"
"WHEAT","16235","PENNSYLVANIA","1","50"
"SOYBEANS","16235","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16239","PENNSYLVANIA","1","50"
"CORN","16239","PENNSYLVANIA","1","50"
"WHEAT","16240","PENNSYLVANIA","1","50"
"SOYBEANS","16240","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16240","PENNSYLVANIA","250","250"
"CORN","16240","PENNSYLVANIA","50","249"
"WHEAT","16242","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16242","PENNSYLVANIA","50","249"
"CORN","16242","PENNSYLVANIA","1","50"
"BARLEY","16242","PENNSYLVANIA","1","50"
"SOYBEANS","16242","PENNSYLVANIA","1","50"
"SOYBEANS","16246","PENNSYLVANIA","250","250"
"HAY & HAYLAGE","16246","PENNSYLVANIA","250","250"
"CORN","16246","PENNSYLVANIA","250","250"
"HAY & HAYLAGE","16248","PENNSYLVANIA","1","50"
"CORN","16248","PENNSYLVANIA","1","50"
"BARLEY","16249","PENNSYLVANIA","1","50"
"SOYBEANS","16249","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16249","PENNSYLVANIA","50","249"
"CORN","16249","PENNSYLVANIA","1","50"
"WHEAT","16249","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16250","PENNSYLVANIA","1","50"
"SOYBEANS","16254","PENNSYLVANIA","50","249"
"CORN","16254","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16254","PENNSYLVANIA","1","50"
"SOYBEANS","16255","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16255","PENNSYLVANIA","250","250"
"CORN","16255","PENNSYLVANIA","250","250"
"BARLEY","16255","PENNSYLVANIA","50","249"
"SOYBEANS","16256","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16256","PENNSYLVANIA","1","50"
"CORN","16256","PENNSYLVANIA","1","50"
"WHEAT","16256","PENNSYLVANIA","1","50"
"BARLEY","16256","PENNSYLVANIA","1","50"
"SOYBEANS","16258","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16258","PENNSYLVANIA","250","250"
"CORN","16258","PENNSYLVANIA","1","50"
"WHEAT","16258","PENNSYLVANIA","1","50"
"CORN","16259","PENNSYLVANIA","1","50"
"SOYBEANS","16259","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16259","PENNSYLVANIA","1","50"
"CORN","16260","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16260","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16262","PENNSYLVANIA","50","249"
"WHEAT","16262","PENNSYLVANIA","1","50"
"BARLEY","16262","PENNSYLVANIA","1","50"
"CORN","16262","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16263","PENNSYLVANIA","1","50"
"CORN","16263","PENNSYLVANIA","1","50"
"BARLEY","16301","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16301","PENNSYLVANIA","50","249"
"CORN","16301","PENNSYLVANIA","1","50"
"SOYBEANS","16311","PENNSYLVANIA","1","50"
"CORN","16311","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16311","PENNSYLVANIA","1","50"
"SOYBEANS","16312","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16312","PENNSYLVANIA","50","249"
"CORN","16312","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16313","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16314","PENNSYLVANIA","1","50"
"CORN","16314","PENNSYLVANIA","1","50"
"SOYBEANS","16314","PENNSYLVANIA","1","50"
"CORN","16316","PENNSYLVANIA","1","50"
"SOYBEANS","16316","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16316","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16317","PENNSYLVANIA","1","50"
"CORN","16317","PENNSYLVANIA","1","50"
"CORN","16319","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16319","PENNSYLVANIA","1","50"
"WHEAT","16323","PENNSYLVANIA","1","50"
"SOYBEANS","16323","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16323","PENNSYLVANIA","50","249"
"CORN","16323","PENNSYLVANIA","1","50"
"WHEAT","16326","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16326","PENNSYLVANIA","50","249"
"SOYBEANS","16326","PENNSYLVANIA","1","50"
"CORN","16326","PENNSYLVANIA","1","50"
"WHEAT","16327","PENNSYLVANIA","1","50"
"SOYBEANS","16327","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16327","PENNSYLVANIA","1","50"
"CORN","16327","PENNSYLVANIA","1","50"
"SOYBEANS","16328","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16328","PENNSYLVANIA","50","249"
"CORN","16328","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16332","PENNSYLVANIA","1","50"
"SOYBEANS","16334","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16334","PENNSYLVANIA","1","50"
"CORN","16334","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16335","PENNSYLVANIA","1","50"
"BARLEY","16335","PENNSYLVANIA","1","50"
"SOYBEANS","16335","PENNSYLVANIA","1","50"
"CORN","16335","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16340","PENNSYLVANIA","1","50"
"CORN","16340","PENNSYLVANIA","1","50"
"SOYBEANS","16340","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16341","PENNSYLVANIA","1","50"
"CORN","16341","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16342","PENNSYLVANIA","50","249"
"CORN","16342","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16345","PENNSYLVANIA","1","50"
"CORN","16345","PENNSYLVANIA","50","249"
"WHEAT","16345","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16346","PENNSYLVANIA","1","50"
"CORN","16346","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16347","PENNSYLVANIA","50","249"
"CORN","16350","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16350","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16351","PENNSYLVANIA","1","50"
"CORN","16351","PENNSYLVANIA","1","50"
"BARLEY","16353","PENNSYLVANIA","1","50"
"CORN","16353","PENNSYLVANIA","1","50"
"WHEAT","16353","PENNSYLVANIA","50","249"
"SOYBEANS","16353","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16353","PENNSYLVANIA","1","50"
"BARLEY","16354","PENNSYLVANIA","50","249"
"SOYBEANS","16354","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16354","PENNSYLVANIA","250","250"
"CORN","16354","PENNSYLVANIA","50","249"
"WHEAT","16354","PENNSYLVANIA","50","249"
"BARLEY","16360","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16360","PENNSYLVANIA","1","50"
"CORN","16360","PENNSYLVANIA","1","50"
"SOYBEANS","16360","PENNSYLVANIA","1","50"
"SOYBEANS","16361","PENNSYLVANIA","1","50"
"CORN","16361","PENNSYLVANIA","1","50"
"WHEAT","16362","PENNSYLVANIA","1","50"
"SOYBEANS","16362","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16362","PENNSYLVANIA","1","50"
"CORN","16362","PENNSYLVANIA","1","50"
"WHEAT","16364","PENNSYLVANIA","1","50"
"BARLEY","16364","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16364","PENNSYLVANIA","50","249"
"CORN","16364","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16365","PENNSYLVANIA","1","50"
"CORN","16365","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16371","PENNSYLVANIA","1","50"
"CORN","16371","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16372","PENNSYLVANIA","1","50"
"SOYBEANS","16372","PENNSYLVANIA","1","50"
"CORN","16372","PENNSYLVANIA","1","50"
"BARLEY","16373","PENNSYLVANIA","1","50"
"SOYBEANS","16373","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16373","PENNSYLVANIA","50","249"
"CORN","16373","PENNSYLVANIA","1","50"
"WHEAT","16373","PENNSYLVANIA","1","50"
"WHEAT","16374","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16374","PENNSYLVANIA","1","50"
"CORN","16374","PENNSYLVANIA","1","50"
"SOYBEANS","16401","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16401","PENNSYLVANIA","50","249"
"WHEAT","16401","PENNSYLVANIA","1","50"
"CORN","16401","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16402","PENNSYLVANIA","1","50"
"SOYBEANS","16402","PENNSYLVANIA","50","249"
"CORN","16402","PENNSYLVANIA","1","50"
"BARLEY","16403","PENNSYLVANIA","1","50"
"SOYBEANS","16403","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16403","PENNSYLVANIA","250","250"
"CORN","16403","PENNSYLVANIA","1","50"
"SOYBEANS","16404","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16404","PENNSYLVANIA","1","50"
"BARLEY","16404","PENNSYLVANIA","1","50"
"CORN","16404","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16405","PENNSYLVANIA","1","50"
"CORN","16405","PENNSYLVANIA","1","50"
"SOYBEANS","16406","PENNSYLVANIA","250","250"
"HAY & HAYLAGE","16406","PENNSYLVANIA","1","50"
"CORN","16406","PENNSYLVANIA","1","50"
"WHEAT","16406","PENNSYLVANIA","1","50"
"BARLEY","16406","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16407","PENNSYLVANIA","50","249"
"WHEAT","16407","PENNSYLVANIA","1","50"
"SOYBEANS","16407","PENNSYLVANIA","50","249"
"CORN","16407","PENNSYLVANIA","1","50"
"SOYBEANS","16410","PENNSYLVANIA","50","249"
"CORN","16410","PENNSYLVANIA","1","50"
"WHEAT","16410","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16410","PENNSYLVANIA","1","50"
"CORN","16411","PENNSYLVANIA","250","250"
"SOYBEANS","16411","PENNSYLVANIA","250","250"
"SOYBEANS","16412","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16412","PENNSYLVANIA","1","50"
"CORN","16412","PENNSYLVANIA","1","50"
"WHEAT","16415","PENNSYLVANIA","1","50"
"SOYBEANS","16415","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16415","PENNSYLVANIA","1","50"
"CORN","16415","PENNSYLVANIA","1","50"
"SOYBEANS","16417","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16417","PENNSYLVANIA","1","50"
"CORN","16417","PENNSYLVANIA","1","50"
"WHEAT","16417","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16420","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16421","PENNSYLVANIA","50","249"
"CORN","16421","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16422","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16423","PENNSYLVANIA","1","50"
"SOYBEANS","16423","PENNSYLVANIA","1","50"
"CORN","16423","PENNSYLVANIA","1","50"
"CORN","16424","PENNSYLVANIA","1","50"
"WHEAT","16424","PENNSYLVANIA","1","50"
"SOYBEANS","16424","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16424","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16426","PENNSYLVANIA","1","50"
"SOYBEANS","16426","PENNSYLVANIA","1","50"
"CORN","16426","PENNSYLVANIA","1","50"
"WHEAT","16428","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16428","PENNSYLVANIA","1","50"
"CORN","16428","PENNSYLVANIA","1","50"
"SOYBEANS","16430","PENNSYLVANIA","50","249"
"CORN","16430","PENNSYLVANIA","250","250"
"SOYBEANS","16433","PENNSYLVANIA","50","249"
"WHEAT","16433","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16433","PENNSYLVANIA","1","50"
"CORN","16433","PENNSYLVANIA","1","50"
"SOYBEANS","16434","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16434","PENNSYLVANIA","1","50"
"CORN","16434","PENNSYLVANIA","50","249"
"WHEAT","16435","PENNSYLVANIA","1","50"
"BARLEY","16435","PENNSYLVANIA","50","249"
"CORN","16435","PENNSYLVANIA","50","249"
"SOYBEANS","16435","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16435","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16436","PENNSYLVANIA","1","50"
"CORN","16436","PENNSYLVANIA","1","50"
"WHEAT","16438","PENNSYLVANIA","50","249"
"BARLEY","16438","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16438","PENNSYLVANIA","1","50"
"CORN","16438","PENNSYLVANIA","1","50"
"SOYBEANS","16438","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16440","PENNSYLVANIA","1","50"
"CORN","16440","PENNSYLVANIA","1","50"
"SOYBEANS","16440","PENNSYLVANIA","1","50"
"WHEAT","16441","PENNSYLVANIA","1","50"
"SOYBEANS","16441","PENNSYLVANIA","250","250"
"CORN","16441","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16441","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16442","PENNSYLVANIA","250","250"
"CORN","16442","PENNSYLVANIA","1","50"
"CORN","16443","PENNSYLVANIA","50","249"
"SOYBEANS","16443","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16443","PENNSYLVANIA","1","50"
"CORN","16502","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16504","PENNSYLVANIA","1","50"
"CORN","16506","PENNSYLVANIA","50","249"
"SOYBEANS","16509","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16509","PENNSYLVANIA","1","50"
"CORN","16509","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16510","PENNSYLVANIA","1","50"
"CORN","16510","PENNSYLVANIA","1","50"
"SOYBEANS","16601","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16601","PENNSYLVANIA","1","50"
"CORN","16601","PENNSYLVANIA","1","50"
"WHEAT","16601","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16602","PENNSYLVANIA","1","50"
"WHEAT","16603","PENNSYLVANIA","1","50"
"SOYBEANS","16603","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16603","PENNSYLVANIA","1","50"
"CORN","16603","PENNSYLVANIA","50","249"
"BARLEY","16611","PENNSYLVANIA","1","50"
"SOYBEANS","16611","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16611","PENNSYLVANIA","1","50"
"CORN","16611","PENNSYLVANIA","50","249"
"WHEAT","16611","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16613","PENNSYLVANIA","1","50"
"CORN","16613","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16616","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16617","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16621","PENNSYLVANIA","1","50"
"CORN","16621","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16622","PENNSYLVANIA","1","50"
"CORN","16622","PENNSYLVANIA","1","50"
"WHEAT","16623","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16623","PENNSYLVANIA","1","50"
"CORN","16623","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16624","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16625","PENNSYLVANIA","250","250"
"CORN","16625","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16627","PENNSYLVANIA","1","50"
"CORN","16627","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16631","PENNSYLVANIA","50","249"
"CORN","16631","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16635","PENNSYLVANIA","1","50"
"CORN","16635","PENNSYLVANIA","1","50"
"BARLEY","16635","PENNSYLVANIA","1","50"
"BARLEY","16636","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16636","PENNSYLVANIA","1","50"
"CORN","16636","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16637","PENNSYLVANIA","1","50"
"CORN","16637","PENNSYLVANIA","1","50"
"WHEAT","16638","PENNSYLVANIA","1","50"
"CORN","16638","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16638","PENNSYLVANIA","50","249"
"WHEAT","16639","PENNSYLVANIA","1","50"
"CORN","16639","PENNSYLVANIA","1","50"
"BARLEY","16639","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16639","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16640","PENNSYLVANIA","50","249"
"CORN","16640","PENNSYLVANIA","1","50"
"WHEAT","16640","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16641","PENNSYLVANIA","1","50"
"CORN","16641","PENNSYLVANIA","1","50"
"WHEAT","16641","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16644","PENNSYLVANIA","1","50"
"CORN","16644","PENNSYLVANIA","1","50"
"WHEAT","16646","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16646","PENNSYLVANIA","50","249"
"CORN","16646","PENNSYLVANIA","1","50"
"WHEAT","16647","PENNSYLVANIA","1","50"
"SOYBEANS","16647","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16647","PENNSYLVANIA","50","249"
"CORN","16647","PENNSYLVANIA","1","50"
"WHEAT","16648","PENNSYLVANIA","1","50"
"SOYBEANS","16648","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16648","PENNSYLVANIA","1","50"
"CORN","16648","PENNSYLVANIA","1","50"
"WHEAT","16650","PENNSYLVANIA","1","50"
"BARLEY","16650","PENNSYLVANIA","1","50"
"CORN","16650","PENNSYLVANIA","50","249"
"SOYBEANS","16650","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16650","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16651","PENNSYLVANIA","1","50"
"CORN","16651","PENNSYLVANIA","1","50"
"WHEAT","16652","PENNSYLVANIA","50","249"
"BARLEY","16652","PENNSYLVANIA","1","50"
"SOYBEANS","16652","PENNSYLVANIA","50","249"
"HAY & HAYLAGE","16652","PENNSYLVANIA","1","50"
"CORN","16652","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16655","PENNSYLVANIA","1","50"
"CORN","16655","PENNSYLVANIA","250","250"
"SOYBEANS","16655","PENNSYLVANIA","250","250"
"HAY & HAYLAGE","16656","PENNSYLVANIA","1","50"
"CORN","16656","PENNSYLVANIA","1","50"
"BARLEY","16657","PENNSYLVANIA","1","50"
"SOYBEANS","16657","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16657","PENNSYLVANIA","1","50"
"CORN","16657","PENNSYLVANIA","1","50"
"CORN","16659","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16659","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16661","PENNSYLVANIA","1","50"
"WHEAT","16662","PENNSYLVANIA","50","249"
"CORN","16662","PENNSYLVANIA","1","50"
"BARLEY","16662","PENNSYLVANIA","1","50"
"SOYBEANS","16662","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16662","PENNSYLVANIA","1","50"
"BARLEY","16664","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16664","PENNSYLVANIA","50","249"
"WHEAT","16664","PENNSYLVANIA","1","50"
"SOYBEANS","16664","PENNSYLVANIA","1","50"
"CORN","16664","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16665","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16666","PENNSYLVANIA","1","50"
"WHEAT","16666","PENNSYLVANIA","1","50"
"CORN","16666","PENNSYLVANIA","1","50"
"CORN","16667","PENNSYLVANIA","250","250"
"WHEAT","16667","PENNSYLVANIA","1","50"
"BARLEY","16667","PENNSYLVANIA","1","50"
"HAY & HAYLAGE","16667","PENNSYLVANIA","1","50"
"WHEAT","16668","PENNSYLVANIA","250","250"
"BARLEY","16668","PENNSYLVANIA","1","50"
"SOYBEANS","16668","PENNSYLVANIA","1","50"
